pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,windspeed,rainfall,day_repaired_sin,day_repaired_cos,winddirection_sin,winddirection_cos
1017.3,25.1,21.6,19.8,19.6,80.0,91.0,0.0,41.4,1,0.8854560256532099,0.4647231720437686,0.9945218953682734,-0.10452846326765333
1014.8,16.7,15.5,14.4,12.2,93.0,100.0,0.0,30.2,1,0.893345533785563,0.44937040096716135,0.9945218953682733,0.10452846326765368
1021.2,20.8,18.4,15.3,9.8,61.0,19.0,10.6,14.8,0,0.9009688679024191,0.4338837391175582,0.7431448254773941,0.6691306063588582
1015.2,20.9,19.3,17.2,16.8,86.0,80.0,2.4,22.5,1,0.9083237566167539,0.4182678007755652,0.8660254037844387,0.4999999999999999
1017.1,15.3,13.7,11.5,12.1,96.0,99.0,0.0,22.0,1,0.9154080085253663,0.40252723873996754,0.7431448254773941,0.6691306063588582
1022.5,18.7,16.6,14.4,12.1,74.0,40.0,9.1,16.4,0,0.9222195128618103,0.38666674294141884,0.7431448254773941,0.6691306063588582
1021.4,21.6,20.8,19.1,19.8,93.0,92.0,0.0,4.5,1,0.9287562401253023,0.3706910390450675,0.7431448254773941,0.6691306063588582
1020.6,20.3,18.9,17.6,15.9,74.0,49.0,9.5,9.2,0,0.9350162426854147,0.3546048870425358,0.7431448254773941,0.6691306063588582
1014.6,23.8,21.5,19.2,18.9,86.0,87.0,0.4,8.3,0,0.9409976553623765,0.3384130798336704,0.7431448254773941,0.6691306063588582
1016.0,25.3,22.9,20.4,18.7,75.0,51.0,9.5,41.4,0,0.9466986959828059,0.32212044179849075,0.9945218953682733,0.10452846326765368
1012.5,26.1,23.1,20.1,21.4,91.0,88.0,1.0,12.4,1,0.9521176659107141,0.305731827359753,0.8660254037844387,0.4999999999999999
1017.5,20.6,19.5,18.6,18.6,87.0,75.0,3.9,20.0,0,0.9572529505536157,0.28925211953656776,0.5877852522924731,0.8090169943749475
1013.0,26.8,23.1,21.5,19.4,87.0,83.0,0.5,7.9,1,0.9621030198436005,0.27268622848949386,0.7431448254773941,0.6691306063588582
1013.0,25.8,23.5,21.6,20.6,82.0,81.0,0.2,16.7,1,0.9666664286932195,0.2560390900575472,0.9945218953682734,-0.10452846326765333
1017.8,26.9,23.3,23.0,22.0,98.0,88.0,0.3,19.8,1,0.970941817426052,0.23931566428755782,0.5877852522924732,-0.8090169943749473
1013.4,27.8,24.4,23.1,22.1,87.0,88.0,1.6,13.0,1,0.9749279121818236,0.22252093395631445,0.7431448254773941,0.6691306063588582
1011.4,25.9,22.4,19.7,17.8,89.0,85.0,0.6,22.3,1,0.9786235252959552,0.20565990308593662,0.8660254037844386,-0.5000000000000002
1011.1,24.9,22.3,20.4,18.0,91.0,86.0,0.1,18.6,1,0.9820275556534303,0.1887375954529167,0.7431448254773941,0.6691306063588582
1010.4,21.2,20.9,19.9,19.7,86.0,88.0,0.2,22.3,1,0.9851389890168738,0.17175905309127604,0.9945218953682733,0.10452846326765368
1006.5,21.3,18.4,16.1,14.3,86.0,81.0,2.9,29.8,1,0.9879568983287464,0.15472933479028145,0.9510565162951535,0.30901699437494745
1016.2,26.8,24.1,23.6,22.8,89.0,89.0,2.5,29.8,1,0.9904804439875632,0.13765351458716818,0.9945218953682733,0.10452846326765368
1014.4,26.7,25.4,24.4,23.0,82.0,20.0,10.0,13.0,0,0.992708874098054,0.120536680255323,0.9945218953682733,0.10452846326765368
1008.9,20.1,19.6,17.4,19.8,95.0,87.0,0.6,16.1,1,0.9946415246951927,0.10338393178837009,0.9945218953682733,0.10452846326765368
1011.5,21.7,18.9,16.3,19.4,83.0,88.0,0.3,28.4,1,0.9962778199420265,0.08620037988061954,0.9945218953682734,-0.10452846326765333
1014.6,27.7,25.5,24.0,22.4,94.0,85.0,3.4,20.2,1,0.9976172723012476,0.06899114440432505,0.9945218953682734,-0.10452846326765333
1011.2,25.9,23.1,20.6,20.9,86.0,82.0,1.0,34.0,1,0.9986594826804561,0.051761352884209494,0.9945218953682733,0.10452846326765368
1013.9,24.6,23.1,22.3,20.9,93.0,85.0,0.1,20.0,1,0.9994041405510704,0.034516138969707996,0.7431448254773941,0.6691306063588582
1012.5,28.4,25.5,23.1,22.9,93.0,88.0,0.4,21.6,1,0.9998510240408494,0.017260640905388574,0.5877852522924731,0.8090169943749475
1011.4,25.3,23.1,22.3,19.6,90.0,83.0,0.1,21.5,1,1.0,6.123233995736766e-17,0.9945218953682734,-0.10452846326765333
1013.2,27.8,25.7,23.2,23.4,90.0,88.0,1.2,20.4,1,0.9998510240408495,-0.017260640905388452,-0.7431448254773944,-0.6691306063588581
1013.0,27.6,25.9,23.7,22.2,87.0,88.0,0.2,14.5,1,0.9994041405510705,-0.03451613896970788,0.7431448254773941,0.6691306063588582
1012.5,23.1,22.2,20.4,19.9,91.0,88.0,0.0,24.4,1,0.9986594826804561,-0.05176135288420937,0.7431448254773941,0.6691306063588582
1008.7,28.3,25.8,24.8,24.5,89.0,89.0,1.1,14.8,1,0.9976172723012476,-0.06899114440432493,0.9945218953682734,-0.10452846326765333
1012.4,28.9,25.5,24.1,23.2,96.0,88.0,1.6,25.1,1,0.9962778199420265,-0.08620037988061942,0.9945218953682734,-0.10452846326765333
1008.4,29.0,26.5,25.1,24.1,91.0,85.0,0.2,14.8,1,0.9946415246951927,-0.10338393178836998,0.9945218953682734,-0.10452846326765333
1016.5,28.8,26.5,24.5,23.1,79.0,83.0,2.6,20.4,1,0.992708874098054,-0.12053668025532288,-0.9945218953682733,0.10452846326765387
1017.4,28.7,25.8,24.8,23.9,81.0,80.0,1.2,20.0,1,0.9904804439875632,-0.1376535145871683,0.9945218953682733,0.10452846326765368
1012.5,28.7,25.8,24.0,22.0,76.0,81.0,3.9,12.8,1,0.9879568983287464,-0.15472933479028134,0.9945218953682734,-0.10452846326765333
1014.7,26.8,24.4,23.8,22.3,91.0,77.0,1.1,21.9,1,0.9851389890168738,-0.17175905309127593,0.5877852522924731,0.8090169943749475
1012.4,26.2,25.5,24.0,21.4,82.0,85.0,2.2,33.0,1,0.9820275556534304,-0.18873759545291657,0.9945218953682734,-0.10452846326765333
1014.4,25.6,21.4,20.5,19.0,80.0,88.0,3.3,28.8,1,0.9786235252959553,-0.2056599030859365,0.9945218953682734,-0.10452846326765333
1008.4,29.1,27.1,25.0,25.1,92.0,88.0,0.6,13.0,1,0.9749279121818236,-0.22252093395631456,-0.9945218953682733,0.10452846326765387
1008.3,30.8,27.9,26.4,25.2,93.0,88.0,0.7,21.6,1,0.970941817426052,-0.2393156642875577,0.40673664307580043,-0.9135454576426008
1009.5,29.6,27.9,25.3,24.7,83.0,88.0,3.5,16.9,1,0.9666664286932195,-0.2560390900575471,-0.587785252292473,-0.8090169943749475
1008.6,31.2,28.2,26.3,24.2,80.0,83.0,2.1,28.7,1,0.9621030198436006,-0.27268622848949375,0.9945218953682734,-0.10452846326765333
1008.4,29.1,26.9,25.0,25.3,85.0,82.0,2.2,9.5,1,0.9572529505536158,-0.28925211953656743,0.7431448254773941,0.6691306063588582
1008.1,31.0,28.4,26.3,25.0,85.0,88.0,0.3,15.3,1,0.9521176659107142,-0.3057318273597527,-0.9945218953682734,-0.10452846326765336
1011.7,29.9,26.2,25.3,21.3,88.0,81.0,6.8,15.9,1,0.946698695982806,-0.32212044179849064,-0.7431448254773946,0.6691306063588578
1008.8,28.2,25.2,24.7,22.4,83.0,79.0,3.3,13.9,1,0.9409976553623765,-0.33841307983367047,0.9945218953682734,-0.10452846326765333
1008.3,28.4,26.6,25.4,24.7,84.0,88.0,1.0,15.4,1,0.9350162426854148,-0.35460488704253545,-0.7431448254773944,-0.6691306063588581
1012.4,30.4,26.1,24.4,22.1,81.0,88.0,2.5,14.3,1,0.9287562401253023,-0.3706910390450674,0.8660254037844387,0.4999999999999999
1012.2,26.5,24.9,21.1,19.5,79.0,79.0,6.6,18.2,1,0.9222195128618104,-0.38666674294141873,0.9510565162951536,-0.30901699437494734
1013.3,29.4,25.8,23.1,22.9,86.0,88.0,0.3,10.2,1,0.9154080085253663,-0.40252723873996765,0.40673664307580015,0.9135454576426009
1012.0,26.5,24.4,23.3,22.2,90.0,88.0,0.6,37.5,1,0.9083237566167539,-0.4182678007755653,0.9945218953682734,-0.10452846326765333
1011.6,26.7,24.8,23.3,22.5,89.0,86.0,1.9,37.7,1,0.9009688679024191,-0.43388373911755806,0.8660254037844387,0.4999999999999999
1012.0,27.8,25.5,23.9,23.2,89.0,85.0,4.6,25.1,1,0.8933455337855633,-0.449370400967161,0.9945218953682733,0.10452846326765368
1007.8,30.1,27.6,26.8,25.0,82.0,79.0,6.9,25.1,1,0.8854560256532099,-0.4647231720437685,-0.9945218953682734,-0.10452846326765336
1012.4,26.4,24.9,24.5,22.5,93.0,88.0,0.6,28.4,1,0.8773026941994421,-0.47993747795978614,-0.9945218953682733,0.10452846326765387
1012.7,27.6,25.3,23.2,21.9,92.0,88.0,0.2,15.9,1,0.8688879687250065,-0.49500878558358136,0.9510565162951536,-0.30901699437494734
1007.9,29.6,26.8,25.8,24.8,86.0,88.0,0.2,34.3,1,0.8602143564135007,-0.5099326043901357,-0.9945218953682734,-0.10452846326765336
1013.3,26.5,24.9,24.0,21.2,94.0,88.0,1.0,28.6,1,0.8512844415843512,-0.524704487799008,0.7431448254773941,0.6691306063588582
1011.0,31.0,28.2,26.1,23.8,93.0,74.0,2.0,28.4,1,0.8421008849228119,-0.5393200344991991,0.5,0.8660254037844386
1011.4,26.4,24.8,23.3,21.9,90.0,88.0,0.1,16.7,1,0.8326664226872066,-0.5537748897605328,0.9945218953682734,-0.10452846326765333
1008.6,28.2,25.4,24.0,22.0,87.0,82.0,3.8,22.0,1,0.8229838658936565,-0.5680647467311557,0.9510565162951536,-0.30901699437494734
1013.0,29.2,26.1,24.8,25.6,84.0,83.0,2.4,26.8,1,0.8130560994785324,-0.5821853477207708,-0.9945218953682734,-0.10452846326765336
1007.1,30.4,27.8,24.1,25.7,87.0,88.0,0.9,13.2,1,0.8028860814388825,-0.5961324854692253,-0.9945218953682733,0.10452846326765387
1008.9,27.6,26.9,24.3,25.8,85.0,87.0,0.3,12.1,1,0.7924768419510906,-0.6099020044000726,0.9945218953682734,-0.10452846326765333
1008.9,29.7,27.8,26.9,25.9,87.0,81.0,1.6,9.8,1,0.7818314824680299,-0.6234898018587335,-0.7431448254773944,-0.6691306063588581
1012.3,32.6,26.3,23.9,24.7,90.0,88.0,1.0,25.9,1,0.7709531747949795,-0.6368918293348893,0.9945218953682734,-0.10452846326765333
1007.9,31.0,29.1,26.6,25.0,78.0,88.0,6.8,22.0,1,0.7598451601445788,-0.6501040936687442,-0.9945218953682734,-0.10452846326765336
1011.6,31.6,28.4,26.4,26.4,78.0,69.0,7.4,8.3,0,0.7485107481711013,-0.663122658240795,-0.9945218953682734,-0.10452846326765336
1006.5,33.3,29.0,27.8,26.0,79.0,72.0,8.5,30.2,1,0.7369533159843368,-0.6759436441447543,-0.9945218953682733,0.10452846326765387
1008.2,33.3,30.2,28.7,25.4,82.0,59.0,9.8,15.2,1,0.7251763071433767,-0.6885632313432769,-0.9945218953682733,0.10452846326765387
1007.8,32.9,29.0,27.8,26.4,81.0,78.0,8.8,17.2,1,0.7131832306305962,-0.7009776598061495,-0.9945218953682734,-0.10452846326765336
1007.5,30.9,28.1,27.3,26.3,85.0,88.0,0.4,18.0,1,0.7009776598061496,-0.7131832306305961,-0.4067366430758002,-0.9135454576426009
1008.8,31.9,28.6,26.4,25.2,89.0,88.0,0.7,24.2,1,0.688563231343277,-0.7251763071433766,-0.9945218953682734,-0.10452846326765336
1008.4,33.5,26.7,24.8,23.2,70.0,49.0,11.5,12.8,0,0.6759436441447545,-0.7369533159843367,0.9945218953682733,0.10452846326765368
1006.1,32.7,29.4,27.6,26.7,88.0,84.0,2.3,31.9,1,0.6631226582407954,-0.7485107481711009,-0.9945218953682733,0.10452846326765387
1009.3,29.0,26.7,24.7,22.3,72.0,40.0,8.8,6.9,0,0.6501040936687443,-0.7598451601445787,0.20791169081775931,0.9781476007338057
1008.9,32.3,30.3,27.1,25.4,78.0,54.0,10.4,23.2,0,0.6368918293348891,-0.7709531747949797,-0.9945218953682734,-0.10452846326765336
1008.6,33.0,30.1,28.4,24.1,78.0,46.0,11.5,20.5,0,0.6234898018587336,-0.7818314824680297,-0.4067366430758002,-0.9135454576426009
1004.8,31.1,28.6,26.9,25.8,89.0,88.0,0.3,30.5,1,0.609902004400073,-0.7924768419510902,-0.9945218953682733,0.10452846326765387
1008.4,33.1,30.1,27.0,24.4,78.0,29.0,10.5,23.9,0,0.5961324854692254,-0.8028860814388824,-0.8660254037844388,-0.4999999999999996
1004.2,31.8,28.2,26.1,24.8,84.0,74.0,6.7,11.2,1,0.5821853477207709,-0.8130560994785323,-0.9945218953682734,-0.10452846326765336
1008.9,29.6,27.2,25.8,25.4,70.0,78.0,4.1,9.1,1,0.5680647467311558,-0.8229838658936564,-0.866025403784439,0.49999999999999933
1009.9,30.8,28.2,24.5,26.7,86.0,88.0,1.5,17.2,1,0.5537748897605332,-0.8326664226872063,-0.9945218953682734,-0.10452846326765336
1009.8,32.1,29.0,28.7,25.4,79.0,70.0,8.7,43.8,0,0.5393200344991992,-0.8421008849228118,-0.9945218953682733,0.10452846326765387
1008.6,34.0,30.3,27.8,24.3,74.0,25.0,10.5,9.1,0,0.5247044877990081,-0.8512844415843511,-0.866025403784439,0.49999999999999933
1008.4,33.0,30.6,28.2,25.6,81.0,60.0,7.8,43.8,1,0.5099326043901362,-0.8602143564135004,0.20791169081775931,0.9781476007338057
1009.8,32.0,29.8,28.5,25.3,76.0,20.0,10.2,35.3,0,0.4950087855835815,-0.8688879687250065,-0.9945218953682734,-0.10452846326765336
1007.8,34.0,30.1,28.1,25.9,78.0,55.0,10.2,9.1,1,0.47993747795978625,-0.8773026941994421,-0.8660254037844388,-0.4999999999999996
1008.5,32.0,30.2,28.1,26.3,75.0,40.0,9.0,16.2,0,0.4647231720437687,-0.8854560256532098,-0.5877852522924734,0.8090169943749473
1006.3,28.4,27.9,26.2,25.4,90.0,83.0,0.0,20.0,1,0.44937040096716163,-0.8933455337855629,-0.9945218953682733,0.10452846326765387
1009.6,31.9,30.2,28.7,25.0,93.0,80.0,0.4,39.7,1,0.43388373911755823,-0.900968867902419,-0.7431448254773944,-0.6691306063588581
1006.5,33.8,30.0,27.4,23.1,80.0,49.0,11.2,26.1,0,0.41826780077556547,-0.9083237566167538,0.40673664307580015,0.9135454576426009
1009.8,30.0,27.9,26.4,26.7,87.0,83.0,2.6,38.0,1,0.4025272387399676,-0.9154080085253663,-0.9945218953682734,-0.10452846326765336
1005.7,33.0,30.0,28.4,25.9,80.0,88.0,1.0,12.8,1,0.38666674294141873,-0.9222195128618104,-0.9945218953682734,-0.10452846326765336
1005.1,33.3,30.5,28.0,26.0,86.0,84.0,4.6,21.9,1,0.37069103904506756,-0.9287562401253023,-0.9945218953682734,-0.10452846326765336
1008.1,33.3,30.6,27.8,24.8,78.0,68.0,9.6,11.0,1,0.35460488704253584,-0.9350162426854147,-0.9945218953682734,-0.10452846326765336
1006.8,35.4,31.0,27.0,26.4,78.0,53.0,7.8,14.3,1,0.33841307983367047,-0.9409976553623765,-0.9945218953682733,0.10452846326765387
1007.9,33.2,30.8,28.1,24.8,79.0,60.0,9.7,22.6,0,0.3221204417984908,-0.9466986959828059,0.9945218953682734,-0.10452846326765333
1007.9,35.3,31.0,28.0,26.0,72.0,28.0,10.1,24.9,0,0.3057318273597533,-0.952117665910714,-0.9945218953682734,-0.10452846326765336
1008.1,32.2,29.1,26.1,26.1,80.0,72.0,7.8,18.4,1,0.2892521195365682,-0.9572529505536156,-0.9945218953682733,0.10452846326765387
1008.5,32.3,29.6,27.4,25.0,76.0,74.0,6.6,20.0,1,0.2726862284894937,-0.9621030198436006,-0.9945218953682734,-0.10452846326765336
1008.3,32.4,29.9,28.0,24.7,75.0,48.0,10.0,11.3,0,0.2560390900575468,-0.9666664286932196,-0.9510565162951536,0.30901699437494723
1005.4,30.6,27.5,26.4,25.9,89.0,88.0,2.3,15.2,1,0.23931566428755768,-0.970941817426052,-0.9510565162951536,0.30901699437494723
1003.2,32.4,29.4,27.6,26.2,79.0,84.0,6.2,9.6,1,0.2225209339563145,-0.9749279121818236,-0.9945218953682733,0.10452846326765387
1008.0,32.9,30.1,29.0,25.9,74.0,30.0,8.6,22.5,1,0.20565990308593646,-0.9786235252959553,-0.9510565162951536,0.30901699437494723
1000.2,33.6,30.5,28.2,26.3,78.0,61.0,9.0,13.6,0,0.18873759545291677,-0.9820275556534303,0.9945218953682734,-0.10452846326765333
1008.1,31.0,28.6,27.8,26.2,92.0,86.0,0.3,12.5,1,0.17175905309127631,-0.9851389890168738,-0.20791169081775907,-0.9781476007338057
1008.1,33.8,30.6,27.2,25.2,84.0,85.0,2.0,12.8,1,0.15472933479028128,-0.9879568983287464,-0.7431448254773944,-0.6691306063588581
1008.9,32.3,29.0,27.0,26.0,86.0,88.0,1.0,19.7,1,0.13765351458716846,-0.9904804439875632,-0.9945218953682733,0.10452846326765387
1008.6,32.2,29.0,26.4,25.3,82.0,79.0,1.4,13.3,1,0.1205366802553235,-0.992708874098054,-0.9945218953682734,-0.10452846326765336
1008.1,30.6,28.2,24.8,25.8,89.0,85.0,0.3,17.3,1,0.10338393178837038,-0.9946415246951926,-0.7431448254773944,-0.6691306063588581
1008.9,31.6,29.1,27.2,25.2,88.0,88.0,0.3,15.8,1,0.08620037988061938,-0.9962778199420265,-0.9945218953682734,-0.10452846326765336
1009.9,33.0,30.4,29.0,26.0,82.0,67.0,7.7,30.2,1,0.06899114440432466,-0.9976172723012476,-0.9945218953682733,0.10452846326765387
1007.2,30.9,28.9,26.4,25.9,85.0,85.0,1.0,11.8,1,0.051761352884209334,-0.9986594826804562,-0.9945218953682734,-0.10452846326765336
1009.5,30.9,28.0,26.1,25.7,86.0,84.0,1.7,11.8,1,0.03451613896970828,-0.9994041405510704,-0.866025403784439,0.49999999999999933
1008.5,33.3,30.2,26.8,25.1,77.0,72.0,10.4,14.8,1,0.017260640905388414,-0.9998510240408495,-0.9945218953682734,-0.10452846326765336
1008.1,33.3,30.0,28.4,26.0,79.0,84.0,3.5,27.3,1,1.2246467991473532e-16,-1.0,-0.9945218953682734,-0.10452846326765336
1007.8,31.2,29.4,28.2,25.8,84.0,87.0,0.3,14.2,1,-0.017260640905388168,-0.9998510240408495,-0.9510565162951536,0.30901699437494723
1008.0,32.0,29.7,28.4,24.9,72.0,70.0,9.1,12.5,1,-0.03451613896970804,-0.9994041405510704,-0.9945218953682733,0.10452846326765387
1010.3,33.2,29.0,26.5,24.8,77.0,55.0,10.0,14.6,1,-0.051761352884209084,-0.9986594826804562,-0.5877852522924734,0.8090169943749473
1008.6,31.3,29.0,27.0,25.4,84.0,83.0,3.2,8.9,1,-0.06899114440432443,-0.9976172723012476,-0.9945218953682733,0.10452846326765387
1007.8,32.4,30.0,27.9,26.3,75.0,67.0,10.1,14.5,1,-0.08620037988061958,-0.9962778199420265,-0.9945218953682734,-0.10452846326765336
1008.5,32.8,29.2,26.4,25.4,84.0,83.0,8.1,15.4,0,-0.10338393178837013,-0.9946415246951927,-0.9945218953682733,0.10452846326765387
1005.9,34.0,30.6,28.4,25.8,78.0,73.0,10.7,12.7,0,-0.12053668025532327,-0.992708874098054,-0.9510565162951535,-0.30901699437494756
1009.1,32.9,30.1,28.1,25.7,79.0,72.0,6.0,9.5,1,-0.13765351458716824,-0.9904804439875632,-0.8660254037844388,-0.4999999999999996
1007.7,31.8,28.2,26.6,24.8,81.0,88.0,1.3,12.8,1,-0.15472933479028106,-0.9879568983287464,0.8660254037844387,0.4999999999999999
1008.2,33.3,30.6,27.6,25.3,77.0,79.0,10.2,20.0,0,-0.17175905309127606,-0.9851389890168738,-0.9945218953682733,0.10452846326765387
1008.5,33.7,30.2,28.7,24.6,72.0,44.0,6.0,13.9,0,-0.18873759545291652,-0.9820275556534304,-0.9945218953682733,0.10452846326765387
1008.1,33.4,30.8,28.0,25.3,74.0,29.0,9.1,14.2,0,-0.20565990308593624,-0.9786235252959553,-0.9510565162951536,0.30901699437494723
1008.9,32.8,30.1,28.9,24.3,78.0,21.0,11.1,11.1,0,-0.22252093395631428,-0.9749279121818236,-0.9510565162951535,-0.30901699437494756
1009.3,33.2,30.4,28.4,24.3,75.0,53.0,10.0,10.3,0,-0.23931566428755743,-0.9709418174260521,-0.9945218953682734,-0.10452846326765336
1006.9,32.6,30.2,28.0,24.4,82.0,62.0,11.1,16.9,0,-0.2560390900575466,-0.9666664286932196,-0.9945218953682734,-0.10452846326765336
1008.9,32.3,29.1,27.0,24.1,78.0,57.0,10.3,16.2,1,-0.2726862284894939,-0.9621030198436005,-0.9945218953682734,-0.10452846326765336
1009.2,33.4,30.1,27.9,25.2,71.0,35.0,11.2,12.0,0,-0.2892521195365676,-0.9572529505536158,0.7431448254773942,-0.6691306063588582
1007.8,36.0,30.0,28.1,25.9,79.0,78.0,10.6,12.0,1,-0.30573182735975307,-0.9521176659107141,-0.8660254037844388,-0.4999999999999996
1011.0,31.2,28.8,26.8,25.0,75.0,53.0,8.3,6.9,0,-0.3221204417984906,-0.946698695982806,-0.9945218953682734,-0.10452846326765336
1008.4,33.0,29.1,25.3,24.8,74.0,47.0,10.1,12.6,1,-0.33841307983367025,-0.9409976553623766,0.40673664307580015,0.9135454576426009
1009.1,32.8,30.0,29.2,24.6,74.0,53.0,8.2,25.1,0,-0.3546048870425356,-0.9350162426854148,-0.20791169081775987,0.9781476007338056
1008.8,31.3,29.2,26.4,24.3,67.0,46.0,8.1,18.1,1,-0.37069103904506734,-0.9287562401253024,-0.9945218953682733,0.10452846326765387
1008.9,30.8,27.3,26.3,25.8,85.0,83.0,1.6,6.1,1,-0.38666674294141845,-0.9222195128618105,-0.9945218953682734,-0.10452846326765336
1009.5,32.0,29.1,26.4,25.1,70.0,43.0,10.3,13.0,1,-0.4025272387399674,-0.9154080085253664,-0.587785252292473,-0.8090169943749475
1005.3,35.8,31.1,26.7,26.0,77.0,49.0,9.5,21.5,0,-0.41826780077556486,-0.9083237566167541,-0.9945218953682734,-0.10452846326765336
1008.9,33.2,29.1,26.6,24.1,71.0,46.0,6.4,9.5,1,-0.4338837391175584,-0.900968867902419,-0.9945218953682733,0.10452846326765387
1008.9,33.2,29.6,27.8,26.1,81.0,78.0,3.1,6.1,1,-0.4493704009671614,-0.893345533785563,-0.7431448254773944,-0.6691306063588581
1009.8,31.7,29.8,26.8,24.3,84.0,67.0,3.0,10.2,1,-0.46472317204376845,-0.8854560256532099,0.5877852522924732,-0.8090169943749473
1008.6,31.9,28.7,26.3,25.9,86.0,88.0,1.2,21.6,1,-0.4799374779597865,-0.877302694199442,-0.9945218953682733,0.10452846326765387
1005.6,31.7,29.8,26.8,26.0,80.0,80.0,0.9,24.8,1,-0.4950087855835813,-0.8688879687250066,0.40673664307580043,-0.9135454576426008
1008.5,29.0,27.8,26.0,25.8,89.0,88.0,0.9,17.5,1,-0.5099326043901357,-0.8602143564135009,0.9945218953682733,0.10452846326765368
1007.5,33.4,30.7,27.3,26.1,79.0,83.0,2.8,23.9,1,-0.524704487799008,-0.8512844415843512,-0.9945218953682734,-0.10452846326765336
1005.9,30.7,27.9,26.6,24.3,84.0,78.0,7.6,14.8,1,-0.539320034499199,-0.8421008849228119,-0.9945218953682734,-0.10452846326765336
1003.5,30.6,27.9,26.2,23.6,82.0,84.0,1.5,12.0,1,-0.5537748897605327,-0.8326664226872066,0.9945218953682734,-0.10452846326765333
1005.9,30.6,28.0,26.3,23.3,77.0,47.0,8.8,10.2,1,-0.5680647467311556,-0.8229838658936566,0.40673664307580043,-0.9135454576426008
1005.8,31.2,28.0,25.4,24.1,76.0,53.0,9.5,12.9,1,-0.5821853477207704,-0.8130560994785327,0.20791169081775931,0.9781476007338057
1000.2,33.1,30.4,27.3,25.9,77.0,43.0,9.3,10.2,0,-0.5961324854692256,-0.8028860814388823,0.9510565162951535,0.30901699437494745
1007.5,33.1,29.8,27.4,26.0,79.0,77.0,2.3,9.5,0,-0.6099020044000729,-0.7924768419510904,-0.7431448254773944,-0.6691306063588581
1007.8,28.1,26.7,25.0,24.2,84.0,67.0,6.5,15.3,1,-0.6234898018587334,-0.7818314824680299,-0.5877852522924734,0.8090169943749473
1008.1,33.2,30.0,28.1,25.9,78.0,69.0,8.7,11.1,0,-0.6368918293348893,-0.7709531747949795,-0.9945218953682734,-0.10452846326765336
1008.4,32.3,29.0,27.8,25.8,82.0,67.0,7.7,14.5,1,-0.6501040936687441,-0.7598451601445789,0.7431448254773942,-0.6691306063588582
1008.9,32.8,30.6,27.3,24.5,81.0,88.0,6.8,7.9,1,-0.663122658240795,-0.7485107481711013,-0.9945218953682734,-0.10452846326765336
1011.7,31.0,28.4,26.6,26.0,76.0,69.0,5.3,12.8,1,-0.6759436441447543,-0.7369533159843368,-0.866025403784439,0.49999999999999933
1012.5,33.0,30.2,28.4,24.2,75.0,44.0,9.1,9.1,0,-0.6885632313432769,-0.7251763071433767,0.40673664307580015,0.9135454576426009
1010.7,30.4,27.4,25.3,25.3,87.0,88.0,0.1,17.5,1,-0.700977659806149,-0.7131832306305966,0.40673664307580043,-0.9135454576426008
1011.5,29.1,26.8,24.8,23.2,81.0,88.0,1.1,15.3,1,-0.7131832306305961,-0.7009776598061496,0.8660254037844386,-0.5000000000000002
1011.1,33.1,29.8,28.2,25.3,84.0,47.0,7.6,18.6,1,-0.7251763071433761,-0.6885632313432775,-0.9510565162951536,0.30901699437494723
1008.1,34.0,30.4,28.0,25.5,82.0,80.0,4.3,28.5,1,-0.7369533159843369,-0.6759436441447542,-0.9945218953682734,-0.10452846326765336
1011.4,31.7,28.9,25.2,23.1,74.0,32.0,9.1,11.9,0,-0.7485107481711011,-0.6631226582407952,0.20791169081775931,0.9781476007338057
1010.5,28.3,26.1,25.9,23.5,86.0,88.0,1.6,22.4,1,-0.7598451601445789,-0.650104093668744,0.9510565162951535,0.30901699437494745
1007.8,33.1,30.0,28.3,25.9,81.0,70.0,7.2,24.5,1,-0.7709531747949796,-0.6368918293348892,-0.9945218953682734,-0.10452846326765336
1008.5,28.5,26.5,24.5,24.6,91.0,85.0,5.7,8.9,1,-0.7818314824680297,-0.6234898018587337,-0.7431448254773944,-0.6691306063588581
1008.0,30.4,26.2,24.8,22.0,84.0,30.0,7.7,12.1,0,-0.7924768419510902,-0.6099020044000731,-0.9945218953682734,-0.10452846326765336
1006.7,31.0,28.1,26.5,25.0,80.0,88.0,0.6,40.0,1,-0.8028860814388822,-0.5961324854692258,-0.9945218953682733,0.10452846326765387
1007.0,29.1,27.9,26.5,25.9,87.0,67.0,6.3,37.5,1,-0.8130560994785325,-0.5821853477207706,0.9945218953682734,-0.10452846326765333
1010.9,30.8,26.5,24.8,21.5,79.0,49.0,6.4,22.5,0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844388,-0.4999999999999996
1013.3,30.8,27.0,25.3,21.4,73.0,49.0,9.5,22.9,0,-0.8326664226872063,-0.5537748897605334,0.9945218953682734,-0.10452846326765333
1009.6,32.0,29.4,27.0,25.8,72.0,46.0,11.0,27.3,0,-0.8421008849228114,-0.5393200344991996,-0.8660254037844388,-0.4999999999999996
1010.5,29.8,26.1,24.7,23.4,76.0,86.0,1.4,24.4,1,-0.8512844415843512,-0.5247044877990078,-0.9945218953682734,-0.10452846326765336
1008.3,27.7,26.8,25.5,25.3,87.0,85.0,0.3,9.9,1,-0.8602143564135006,-0.5099326043901359,-0.587785252292473,-0.8090169943749475
